
 Lista de Imóveis da Caixa;;Data de geração:;22/04/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8444402166435 ;BA ;LAURO DE FREITAS ;CAJI ;RUA JOSE LEITE, N. 684, Apto 04, BL 15 ;227.192,02;141.262,05;0.00;Não;Apartamento, 101.47 de área total, 46.12 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402166435
 8555523237939 ;BA ;LAURO DE FREITAS ;CAJI ;AVENIDA PROFESSOR THEOCRITO BATISTA, N. 929, Apto 103, BL 09 VG 98 LT 19-20 ;252.624,62;155.191,52;0.00;Não;Apartamento, 0.00 de área total, 45.70 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523237939
 8787701101885 ;BA ;LAURO DE FREITAS ;CAJI ;RUA JOSE LEITE, N. 2200, Apto 203, BL 01 ;210.322,93;128.000,00;0.00;Não;Apartamento, 99.25 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701101885
 8555533894991 ;BA ;LAURO DE FREITAS ;CAJI ;AVENIDA PROFESSOR THEOCRITO BATISTA, N. 288, Apto 204, BL 05 ;224.398,45;130.000,00;0.00;Não;Apartamento, 83.76 de área total, 39.98 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533894991
 1787701277217 ;BA ;LAURO DE FREITAS ;BURAQUINHO ;RUA MINISTRO ANTONIO CARLOS MAGALHAES, N. 1238, Apto 007, T 03 VG 168 ;609.368,72;326.000,00;0.00;Não;Apartamento, 0.00 de área total, 55.38 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701277217
 8787703235579 ;BA ;LAURO DE FREITAS ;CAJI ;RUA JOSE LEITE, N. 2200, Apto 304, BL 26 ;245.408,24;115.000,00;0.00;Não;Apartamento, 99.25 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703235579
 1555522957875 ;BA ;LAURO DE FREITAS ;CAJI ;AVENIDA JOSE LEITE, N. 686, Apto 401, BL 08 ;432.381,08;189.000,00;0.00;Não;Apartamento, 176.98 de área total, 93.18 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 2 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555522957875
 1444422421750 ;BA ;LIVRAMENTO DE NOSSA SENHORA ;Estocada ; RUA SENHOR DO BONFIM, N. 500-A, ;156.142,00;245.000,00;36.27;Sim;Casa, 102.37 de área total, 102.37 de área privativa, 161.07 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444422421750
 8444404668810 ;BA ;LUIS EDUARDO MAGALHAES ;JARDIM DAS ACACIAS ;RUA DO INGA, N. 547, LT 19, QD 125, CS 02 ;78.807,30;150.000,00;47.47;Não;Casa, 0.00 de área total, 59.09 de área privativa, 108.35 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404668810
 8444404581391 ;BA ;LUIS EDUARDO MAGALHAES ;JARDIM DAS ACACIAS ;RUA DO ANGICO, N. 972, CS 05 LT 06 QD 09 ;79.939,69;138.000,00;42.08;Não;Casa, 35.28 de área total, 35.28 de área privativa, 562.50 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404581391
 8555532727412 ;BA ;LUIS EDUARDO MAGALHAES ;LOT JARDIM IPE ; RUA DAS BEGONIAS, N. 424, Apto 99, LOTE 06 QUADRA 07 BLOCO G ;106.667,03;180.000,00;40.75;Não;Apartamento, 51.18 de área total, 44.84 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555532727412
 8444411028082 ;BA ;LUIS EDUARDO MAGALHAES ;LOT FLORAIS LEA II ; RUA CARMEM MIRANDA, N. 1075, QUADRA 24 LOT 09C ;126.600,00;211.000,00;40.00;Não;Casa, 68.10 de área total, 68.10 de área privativa, 133.20 de área do terreno,  2 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411028082
 8444404327606 ;BA ;LUIS EDUARDO MAGALHAES ;JARDIM DAS ACACIAS ;RUA DO BARU, N. SN, CS 04 ;119.069,46;197.000,00;39.56;Não;Casa, 67.09 de área total, 67.09 de área privativa, 103.12 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404327606
 8444400862140 ;BA ;LUIS EDUARDO MAGALHAES ;UNIVERSITARIO ;RUA MARIA DE LOURDES SANTOS, N. S/N, LT 15-B, QD 5 ;133.575,38;221.000,00;39.56;Não;Casa, 71.53 de área total, 71.53 de área privativa, 187.50 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444400862140
 1444406812457 ;BA ;LUIS EDUARDO MAGALHAES ;MIMOSO DO OESTE ;RUA SAO FRANCISCO, N. S/N, LT 07, QD 17 ;186.414,43;300.000,00;37.87;Não;Casa, 110.18 de área total, 110.18 de área privativa, 400.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406812457
 1600000064762 ;BA ;LUIS EDUARDO MAGALHAES ;CENTRO ;RUA PARANA, N. 292, Apto 804, ;830.420,53;1.303.000,00;36.27;Sim;Apartamento, 320.54 de área total, 233.25 de área privativa, 0.00 de área do terreno,  4 qto(s), WC, WC Emp, 2 sala(s), 1 lavabo(s), DCE, cozinha, Terraco, 3 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1600000064762
 10221219 ;BA ;LUIS EDUARDO MAGALHAES ;UNIVERSITARIO ;RUA PINA (VIA LOCAL 3), N. 399, QD 06, LT 18 ;363.269,15;570.000,00;36.27;Sim;Comercial, 0.00 de área total, 177.35 de área privativa, 200.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10221219
 8444404138030 ;BA ;LUIS EDUARDO MAGALHAES ;JARDIM DAS ACACIAS ;RUA DO BARU, N. 573, CASA 08, LTS 20 E 21, QD 62 ;181.127,99;181.127,99;0.00;Não;Casa, 0.00 de área total, 67.09 de área privativa, 130.12 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404138030
 8444421046717 ;BA ;MACARANI ;JARDIM MACARANI ;RUA RUA JONAS DE SOUZA LEAL, N. 25, Apto 3, PAVIMENTO SUPERIOR ;42.354,45;104.000,00;59.28;Não;Apartamento, 0.00 de área total, 81.00 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421046717
 8444419206656 ;BA ;MACARANI ;LOT NOVA MACARANI I ; RUA J, N. SN, QD 20, LT 14 ;99.555,89;168.000,00;40.75;Não;Casa, 61.42 de área total, 61.42 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419206656
 8444433712202 ;BA ;MAIQUINIQUE ;Alto da Colina ; RUA HILDA PEREIRA GOMES, N. 24, QD 49 LT 07 ;79.466,83;79.000,00;0.00;Não;Casa, 43.53 de área total, 43.53 de área privativa, 75.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433712202
 8444410102360 ;BA ;MALHADA DE PEDRAS ;INDUSTRIAL ; RUA SENADOR PAULO SOUTO, N. 340, INDISTRIAL ;39.902,08;80.000,00;50.13;Não;Casa, 0.00 de área total, 63.29 de área privativa, 120.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410102360
 1555537265877 ;BA ;MULUNGU DO MORRO ;CENTRO ; ERONILDES SOUZA SANTOS, N. 156, ;226.000,00;226.000,00;0.00;Não;Casa, 99.66 de área total, 99.66 de área privativa, 316.40 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555537265877
 1555529603572 ;BA ;PARIPIRANGA ;CENTRO ;RUA DOUTOR ANTONIO FERREIRA, N. 133, . ;113.474,90;221.500,00;48.77;Sim;Casa, 0.00 de área total, 66.83 de área privativa, 256.80 de área do terreno,  2 qto(s), WC, 2 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555529603572
 8444419622447 ;BA ;PARIPIRANGA ;CENTRO ; RUA BRICIO MATOS DE CARVALHO, N. 200, Apto 0, CS 200 ;61.725,01;120.000,00;48.57;Não;Apartamento, 0.00 de área total, 100.80 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419622447
 8444410407292 ;BA ;PARIPIRANGA ;LOT PQ DA VAQUEJADA ; RUA IASABEL MARIA DOS SANTOS, N. 27, CS 05 ;47.413,36;91.000,00;47.90;Não;Casa, 69.70 de área total, 69.70 de área privativa, 126.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410407292
 10198521 ;BA ;PAULO AFONSO ;CARDEAL BRANDAO VILELA ;ROD BR-110, N. 00, QD Y, LT 02 ;928.110,93;1.900.000,00;51.16;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 9800.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10198521
 1444418517323 ;BA ;PAULO AFONSO ;ALVES DE SOUZA ;AVENIDA INTERLAGOS, N. 03, LT 03 QD 01 ;492.835,14;836.000,00;41.05;Sim;Casa, 166.15 de área total, 83.50 de área privativa, 201.23 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418517323
 1444421075301 ;BA ;PAULO AFONSO ;TANCREDO NEVES II ;RUA OSVALDO CRUZ, N. 210, QD 47,LT 28 ;98.816,70;160.000,00;38.24;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 400.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421075301
 1444404977297 ;BA ;PAULO AFONSO ;ALVES DE SOUZA ; RUA DO OUVIDOR, N. 02, QD 15 BL 92 ALOJAMENTO 02 RES MULTIFAM ;108.080,77;175.000,00;38.24;Não;Casa, 0.00 de área total, 39.25 de área privativa, 41.25 de área do terreno,  1 qto(s), a.serv, WC, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444404977297
 8444419989804 ;BA ;POCOES ;CENTRO ;RUA A 2 ROD POCOES MORRINHOS KM 3, N. SN, LOT 20 QD M8 ;31.756,65;106.000,00;70.05;Não;Casa, 0.00 de área total, 42.04 de área privativa, 300.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419989804
 8444418997358 ;BA ;POCOES ;JOAQUIM MASCARENHAS ; RUA A-2, N. SN, LT 01, QD M4 ;56.271,18;101.000,00;44.29;Não;Terreno, 69.44 de área total, 0.00 de área privativa, 300.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418997358
 8444419966073 ;BA ;POCOES ;AGUAS DO SERTAO 2 ; RUA A-2, N. S/N°, LT 13, QD M1 ;21.493,69;37.000,00;41.91;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 300.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419966073
 8444419085450 ;BA ;POCOES ;AREA RURAL DE POCOES ;AREA RURAL DE POCOES, N. SN, LT 01 QD M5 KM 3 ;25.560,07;44.000,00;41.91;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 300.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419085450
 8444415518378 ;BA ;POCOES ;LAGOA GRANDE ; RODOVIA POCOES, N. 28, KM 03 LT 08 QD M13 ;68.199,69;114.000,00;40.18;Não;Casa, 63.00 de área total, 63.00 de área privativa, 139.17 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415518378
 8444410113310 ;BA ;POCOES ;LAGOA GRANDE ; RUA VIELA ANDRE DA ROCHA PINTO, N. 36, ;60.392,76;100.000,00;39.61;Não;Casa, 63.00 de área total, 63.00 de área privativa, 144.96 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410113310
 8444415389292 ;BA ;POCOES ;MORRINHOS ; RUA A 04, N. 206, QD M1310, LT 10 ;89.000,00;89.000,00;0.00;Não;Casa, 48.37 de área total, 48.37 de área privativa, 300.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415389292
 1444403146693 ;BA ;PONTO NOVO ;NOSSA SRA DE FATIMA ;R SAO JORGE, N. SN, ;77.098,25;130.857,80;41.09;Não;Casa, 0.00 de área total, 75.60 de área privativa, 132.94 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444403146693
 10004388 ;BA ;PORTO SEGURO ;ITAPOÃ ;RUA 01 MARGEM DO RIO DA VILA, N. S/N ;619.599,34;1.230.000,00;49.63;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 14038.87 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10004388
 1444406733484 ;BA ;PRESIDENTE TANCREDO NEVES ;CENTRO ; RUA SÃO LUIS, N. 98, LT 114 ;112.650,00;112.650,00;0.00;Não;Casa, 131.59 de área total, 131.59 de área privativa, 154.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406733484
 1444408339643 ;BA ;REMANSO ;CENTRO ; AVENIDA ADOLFO CASTELO BRANCO, N. SN, LT URBANO N.10,110 ;115.659,72;202.000,00;42.75;Não;Casa, 0.00 de área total, 117.33 de área privativa, 150.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408339643
 8444411771605 ;BA ;REMANSO ;CENTRO ; AVENIDA JESUINO OLIVEIRA SOUZA, N. SN, CASA 04 ;142.000,00;142.000,00;0.00;Não;Casa, 65.90 de área total, 65.90 de área privativa, 112.80 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411771605
 8444417373679 ;BA ;RIBEIRA DO POMBAL ;CENTRO ;TRAVESSA ANANIAS RODRIGUES DOS REIS, N. 53, ;52.459,26;100.000,00;47.55;Não;Casa, 0.00 de área total, 83.52 de área privativa, 257.85 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417373679
 1444401692291 ;BA ;RIBEIRA DO POMBAL ;RIBEIRA DO POMBAL ;AVENIDA VILA NOVA BR 110, N. SN, QD 02, LT 03 ;259.386,91;440.000,00;41.05;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 2100.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401692291
 1444405797730 ;BA ;RIBEIRA DO POMBAL ;CENTRO ; RUA E, N. 1420, QD 422, LT 04, SETOR 05 ;101.632,98;172.000,00;40.92;Não;Casa, 0.00 de área total, 107.00 de área privativa, 125.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405797730
 8444427843201 ;BA ;RIBEIRA DO POMBAL ;BAIRRO POMBALZINHO ;RUA RAIMUNDA FELIX, N. 147, QD 113 LT 18 SETOR 06 ;114.321,38;125.000,00;8.55;Não;Casa, 69.00 de área total, 69.00 de área privativa, 94.36 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427843201
 8444428828982 ;BA ;RIBEIRA DO POMBAL ;Pombalzinho ; AVENIDA MARIA QUITÉRIA, N. 168, QUADRA 07 LOT 18 SETOR 06 ;157.210,14;160.000,00;1.75;Não;Casa, 86.00 de área total, 69.00 de área privativa, 123.64 de área do terreno,  2 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428828982
 8444409091872 ;BA ;RIBEIRA DO POMBAL ;SETOR 05 ; RUA I, N. 592, QD 47, LT 03, ST 05 ;180.000,00;180.000,00;0.00;Não;Casa, 85.00 de área total, 85.00 de área privativa, 123.22 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409091872
 1444406178219 ;BA ;RIBEIRA DO POMBAL ;CENTRO ;EDGAR GOMES DA ROCHA, N. 481, QD 10, LT 11, ST 02, ;241.306,10;150.000,00;0.00;Não;Casa, 173.50 de área total, 173.50 de área privativa, 174.00 de área do terreno,  3 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406178219
 1444408838909 ;BA ;RIBEIRA DO POMBAL ;ZONA OESTE ;RUA D, N. 563, QUADRA 11 LOT 33 SETOR 05 ;328.886,01;200.000,00;0.00;Não;Casa, 198.43 de área total, 198.43 de área privativa, 291.41 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408838909
 1444415048209 ;BA ;RIO REAL ;CENTRO ;AVENIDA CONTORNO, N. SN, LOTE 52 QUADRA B ;82.430,90;300.000,00;72.53;Não;Casa, 0.00 de área total, 341.00 de área privativa, 200.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), 3 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415048209
 8555514324875 ;BA ;SALVADOR ;PIRAJA ;TRAVESSA  ALVORADA, N. 65, CASA 01 ;21.346,56;124.500,00;82.86;Não;Apartamento, 0.00 de área total, 53.63 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555514324875
 8444410460509 ;BA ;SALVADOR ;CIDADE NOVA ;RUA TRASYBULO FERRAZ, N. 2A, Apto 5, . ;38.285,24;137.300,00;72.12;Não;Apartamento, 0.00 de área total, 60.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410460509
 8444401736726 ;BA ;SALVADOR ;FAZENDA GRANDE DO RETIRO ;RUA MELLO MORAIS FILHO, N. 37, . ;40.660,77;128.000,00;68.24;Não;Casa, 0.00 de área total, 69.00 de área privativa, 120.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), DCE, sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401736726
 1555533510656 ;BA ;SALVADOR ;VILA CANARIA ;RUA DOUTOR ANTONIO DE OLIVEIRA, N. 51A, Apto 301 ;153.707,54;405.000,00;62.05;Sim;Apartamento, 0.00 de área total, 185.00 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555533510656
 8787708280890 ;BA ;SALVADOR ;AREIA BRANCA ;RUA 2 DE JULHO, N. 924, Apto 304, BL 17 ;57.060,54;143.000,00;60.10;Não;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708280890
 8787712746335 ;BA ;SALVADOR ;AREIA BRANCA ;RUA VIVER AREIA BRANCA, N. 168, Apto 403, BL 09 ;49.596,51;121.000,00;59.02;Não;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712746335
 8787712575670 ;BA ;SALVADOR ;FAZENDA GRANDE I ;RUA GERALDO BRASIL, N. 962, Apto 204, BL 14 ;54.288,83;131.000,00;58.56;Não;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712575670
 8787704206947 ;BA ;SALVADOR ;AREIA BRANCA ;RUA VIVER SALVADOR, N. 461, Apto 2, BL.04 . ;64.954,45;155.000,00;58.10;Não;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704206947
 8787712108010 ;BA ;SALVADOR ;AREIA BRANCA ;RUA VIVER SALVADOR, N. 350, Apto 202, BL 22 ;62.021,02;148.000,00;58.10;Não;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712108010
 8444409830551 ;BA ;SALVADOR ;PERIPERI ;RUA 13 DE MAIO, N. 1221, Apto 201, BL XXII ;47.429,26;111.000,00;57.28;Não;Apartamento, 0.00 de área total, 49.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409830551
 8444400743109 ;BA ;SALVADOR ;PAU MIUDO ;AVENIDA SANTO ANTONIO DA CIDADE NOVA, N. 18, PRIMEIRO PAVIMENTO ;56.312,87;130.000,00;56.69;Não;Casa, 0.00 de área total, 120.00 de área privativa, 60.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444400743109
 8787704342387 ;BA ;SALVADOR ;AREIA BRANCA ;RUA VIVER SALVADOR, N. 461, Apto 302, BL 07 ;56.139,90;127.000,00;55.80;Não;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704342387
 8787712040149 ;BA ;SALVADOR ;AREIA BRANCA ;RUA RUA VIVER AREIA BRANCA, N. 65, Apto 302, BLOCO 24 ;58.350,13;132.000,00;55.80;Não;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712040149
