
 Lista de Imóveis da Caixa;;Data de geração:;22/04/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8444413674771 ;BA ;FEIRA DE SANTANA ;GABRIELA ;RUA ALMIRANTE BARROSO, N. 414, ;122.695,94;203.000,00;39.56;Não;Casa, 55.76 de área total, 55.76 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413674771
 8555526919658 ;BA ;FEIRA DE SANTANA ;PEDRA DO DESCANSO ;RUA ITAMAR DE CARVALHO, N. SN, Apto 304, BL 19 ;125.718,01;208.000,00;39.56;Não;Apartamento, 126.48 de área total, 85.18 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, Terraco.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555526919658
 8444427615551 ;BA ;FEIRA DE SANTANA ;NOVA ESPERANCA ;AVENIDA MARIO VENTURA, N. 1000, LT 22 QD 18 ;125.113,59;207.000,00;39.56;Não;Casa, 43.47 de área total, 43.47 de área privativa, 160.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427615551
 1555523562840 ;BA ;FEIRA DE SANTANA ;CONCEIÇÃO II ;RUA TAMBURIM, N. SN, Apto 302, ED RORAIMA RUA C ;85.466,19;140.000,00;38.96;Não;Apartamento, 61.91 de área total, 44.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555523562840
 8444421498758 ;BA ;FEIRA DE SANTANA ;CONCEICAO ;RUA CARMO DE MINAS, N. 114, LT 23 QD Z ;111.786,40;181.000,00;38.24;Não;Casa, 69.25 de área total, 69.25 de área privativa, 137.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421498758
 8444403634939 ;BA ;FEIRA DE SANTANA ;MUCHILA ;CAMINHO EV, N. 6, QD V CJ HAB JOAO DURVAL CARNEIRO-FEIRA ;140.361,40;223.000,00;37.06;Não;Casa, 127.40 de área total, 127.40 de área privativa, 200.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403634939
 10278237 ;BA ;FEIRA DE SANTANA ;PARQUE IPE ;RUA ANTONIO CARLOS MAGALHAES, N. 431-A ;305.910,86;480.000,00;36.27;Sim;Loja, 0.00 de área total, 122.24 de área privativa, 240.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10278237
 1410900001010 ;BA ;FEIRA DE SANTANA ;MUCHILA ;RUA DOUTOR MACARIO CERQUEIRA, N. SN, Apto 701, ED BELA EMILIA ;152.955,43;240.000,00;36.27;Não;Apartamento, 95.31 de área total, 68.28 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1410900001010
 1444417447704 ;BA ;FEIRA DE SANTANA ;MUCHILA ;RUA ZABELÊ, N. 30, CS 09 ;197.567,43;310.000,00;36.27;Sim;Casa, 128.00 de área total, 128.00 de área privativa, 156.19 de área do terreno,  3 qto(s), WC, 2 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417447704
 1444408033889 ;BA ;FEIRA DE SANTANA ;MANGABEIRA ;CASEMIRO DE ABREU, N. 636, LOTE 55, QUADRA C ;326.000,00;326.000,00;0.00;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 280.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408033889
 8444422373614 ;BA ;FEIRA DE SANTANA ;SANTO ANTONIO DOS PRAZERES ;RUA RIBEIRAO CLARO, N. 16, AREA 05 ;212.000,00;212.000,00;0.00;Não;Casa, 0.00 de área total, 67.08 de área privativa, 100.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422373614
 8444414248377 ;BA ;FEIRA DE SANTANA ;CONCEICAO ;RUA RIO VERDE, N. 93, LT 20 QD M1 ;182.000,00;182.000,00;0.00;Não;Casa, 0.00 de área total, 69.99 de área privativa, 125.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414248377
 8555515119248 ;BA ;FEIRA DE SANTANA ;CONCEICAO ; RUA TAMBURIM, N. SN, Apto 101, RUA C - EDIFICIO PIAUÍ ;100.000,00;100.000,00;0.00;Não;Apartamento, 43.72 de área total, 43.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555515119248
 8555526715459 ;BA ;FEIRA DE SANTANA ;CONCEICAO ;RUA TAMBURIM, N. SN, Apto 304, RUA C, ED ACRE ;113.286,19;113.286,19;0.00;Não;Apartamento, 61.91 de área total, 44.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555526715459
 8444410579611 ;BA ;FEIRA DE SANTANA ;ASA BRANCA ;RUA AVARE, N. 478,  LT 01 ;220.000,00;220.000,00;0.00;Não;Casa, 0.00 de área total, 75.81 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410579611
 8555521347532 ;BA ;FEIRA DE SANTANA ;RUA NOVA ;RUA ITORORO, N. SN, Apto 104, QD J, BL 06 ;137.000,00;137.000,00;0.00;Não;Apartamento, 0.00 de área total, 42.91 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555521347532
 8555528914610 ;BA ;FEIRA DE SANTANA ;PAPAGAIO ;RUA RUBENS FRANCISCO DIAS, N. SN, CS 02 ;230.000,00;227.200,00;0.00;Não;Casa, 47.60 de área total, 47.60 de área privativa, 144.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555528914610
 8787701821284 ;BA ;FEIRA DE SANTANA ;GABRIELA ;RUA VIOLETA SIMOES AZEVEDO, N. 445 ;155.000,00;147.000,00;0.00;Não;Casa, 0.00 de área total, 67.68 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701821284
 8444408549069 ;BA ;FEIRA DE SANTANA ;CONCEICAO ;RUA GARANHUNS, N. 1279, LT 23 ;200.000,00;188.000,00;0.00;Não;Casa, 60.00 de área total, 60.00 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408549069
 8787710283184 ;BA ;FEIRA DE SANTANA ;MANGABEIRA ;AVENIDA GRACINDO DE FREITAS MEDEIROS, N. 800, Apto 202, BL 04 ;155.000,00;143.000,00;0.00;Não;Apartamento, 46.90 de área total, 40.12 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710283184
 8787702541994 ;BA ;FEIRA DE SANTANA ;PAPAGAIO ;AVENIDA DE ACESSO PROJETADA, N. 485, CASA 01, BL 123 ;248.815,69;228.000,00;0.00;Não;Casa, 0.00 de área total, 55.15 de área privativa, 101.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702541994
 8787701051950 ;BA ;FEIRA DE SANTANA ;PAPAGAIO ;AVENIDA DE ACESSO PROJETADA, N. 50, RUA INTERNA B, CASA 16 ;240.000,00;215.000,00;0.00;Não;Casa, 0.00 de área total, 49.47 de área privativa, 137.95 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701051950
 8444416676910 ;BA ;FEIRA DE SANTANA ;RUA NOVA ;RUA ITORORÓ, N. S/N, Apto 001, QD L, BL 02, ;122.466,14;105.500,00;0.00;Não;Apartamento, 42.91 de área total, 42.91 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416676910
 8555531418670 ;BA ;FEIRA DE SANTANA ;REGISTRO ;ESTR VICINAL (ANTIGA FAZENDA SAO JOSE DO COQUEIRAL, N. SN, CASA 543, GLEBA D, QD K ;184.825,57;157.000,00;0.00;Não;Casa, 0.00 de área total, 43.58 de área privativa, 96.14 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555531418670
 8444429331674 ;BA ;FEIRA DE SANTANA ;NOVO HORIZONTE ;RUA PITOMBEIRAS, N. 2092 ;147.851,08;125.000,00;0.00;Não;Casa, 0.00 de área total, 45.66 de área privativa, 125.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429331674
 8555527833056 ;BA ;FEIRA DE SANTANA ;CAMPO LIMPO ;RUA CONDE DE IRAJÁ, N. S/N, CASA 10 ;121.562,00;98.000,00;0.00;Não;Casa, 0.00 de área total, 46.68 de área privativa, 100.69 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527833056
 8444411179986 ;BA ;FEIRA DE SANTANA ;GABRIELA ;AVENIDA ROSALVA TEIXEIRA MASCARENHAS, N. 58, QD C, LOTES 09 E 10 ;160.945,78;127.000,00;0.00;Não;Casa, 0.00 de área total, 65.00 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411179986
 8444407870912 ;BA ;FEIRA DE SANTANA ;MANGABEIRA ;RUA TUPINAMBAS, N. 2058, LT 06 QD M ;160.000,00;125.000,00;0.00;Não;Casa, 70.00 de área total, 70.00 de área privativa, 111.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407870912
 8787704844480 ;BA ;FEIRA DE SANTANA ;ASA BRANCA ;ALAMEDA A, N. 26, QR A-1 ;115.000,00;86.500,00;0.00;Não;Casa, 0.00 de área total, 27.15 de área privativa, 111.91 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704844480
 8444408113830 ;BA ;FEIRA DE SANTANA ;RUA NOVA ;RUA ITORORÓ, N. S/N, Apto 302, QD I, BL 02 ;131.315,80;97.000,00;0.00;Não;Apartamento, 0.00 de área total, 36.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408113830
 8555523549507 ;BA ;FEIRA DE SANTANA ;REGISTRO ; AVENIDA ARTEMIA PIRES FREITAS, N. 10201, CS 107, QD N ;330.117,94;232.000,00;0.00;Não;Casa, 47.51 de área total, 46.72 de área privativa, 143.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523549507
 8787701997951 ;BA ;FEIRA DE SANTANA ;PEDRA FERRADA ;AV ASA BRANCA, N. 188, LOTE 09 QUADRA D ;145.000,00;93.500,00;0.00;Não;Casa, 0.00 de área total, 38.92 de área privativa, 126.14 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701997951
 8555537167563 ;BA ;FEIRA DE SANTANA ;PAPAGAIO ;RUA K, N. SN, CASA 29, QD Q, LT 29 ;170.000,00;107.556,40;0.00;Não;Casa, 0.00 de área total, 41.56 de área privativa, 131.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537167563
 8444407249835 ;BA ;FEIRA DE SANTANA ;CONCEICAO ;RUA TAMBURIM, N. SN, Apto 303, ED PIAUI ;215.803,12;129.584,53;0.00;Não;Apartamento, 61.91 de área total, 44.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407249835
 1555525092107 ;BA ;FIRMINO ALVES ;CENTRO ;RUA  JOAO ALMEIDA, N. 20, Apto ., ;97.085,28;265.000,00;63.37;Sim;Casa, 0.00 de área total, 233.00 de área privativa, 90.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555525092107
 1444421369798 ;BA ;GUANAMBI ;Lot Liberdade ;RUA MARIA EMILIA DOS SANTOS PEREIRA (ANTIGA RUA A), N. 367, LT 23, QD 5, ;178.448,00;280.000,00;36.27;Não;Casa, 105.09 de área total, 114.00 de área privativa, 269.74 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421369798
 1444402084805 ;BA ;GUANAMBI ;MORADA NOVA ;RUA D, N. 527, ;245.000,00;245.000,00;0.00;Não;Casa, 0.00 de área total, 115.55 de área privativa, 200.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444402084805
 8444419255002 ;BA ;IACU ;CENTRO ;AVENIDA JOSE GONÇALVES COSTA, N. 498, ;77.985,44;164.500,00;52.60;Não;Casa, 0.00 de área total, 109.90 de área privativa, 155.90 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419255002
 8444411210450 ;BA ;IACU ;CENTRO ; RUA NOVA, N. 218, ;33.576,63;68.000,00;50.63;Não;Casa, 67.55 de área total, 67.55 de área privativa, 91.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411210450
 8444411312023 ;BA ;IACU ;CENTRO ; RUA MANOEL BANDEIRA, N. 21, ;39.837,24;79.870,00;50.13;Não;Casa, 0.00 de área total, 96.16 de área privativa, 160.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411312023
 8444405681110 ;BA ;IACU ;BOIADEIRA ;RUA CECILIA MEIRELES, N. 238, ;52.499,77;105.000,00;50.01;Não;Casa, 84.56 de área total, 84.56 de área privativa, 152.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405681110
 8444409066991 ;BA ;IACU ;MONTE ; TRAVESSA DO CEMITÉRIO VELHO, N. 79, ;47.109,44;93.000,00;49.35;Não;Casa, 73.29 de área total, 73.29 de área privativa, 98.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409066991
 8444409090620 ;BA ;IACU ;BOIADEIRA ; RUA CASTELO BRANCO, N. 52, ;45.589,77;90.000,00;49.35;Não;Casa, 66.00 de área total, 66.00 de área privativa, 86.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409090620
 8444413903568 ;BA ;IACU ;CERAMICA ; RUA 02 DE NOVEMBRO, N. 861, ;49.135,65;97.000,00;49.35;Não;Casa, 67.55 de área total, 67.55 de área privativa, 73.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413903568
 8444411212533 ;BA ;IACU ;BOIADEIRA ; RUA SANTA ROSA, N. 141, ;39.647,15;78.000,00;49.18;Não;Casa, 59.94 de área total, 59.94 de área privativa, 111.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411212533
 8444417324805 ;BA ;IACU ;CENTRO ; RUA OTAVIANO SAMPAIO, N. 609, ;44.438,51;87.000,00;48.93;Não;Casa, 0.00 de área total, 78.60 de área privativa, 84.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417324805
 8444419831178 ;BA ;IACU ;CENTRO ; RUA ALOISIO AZEVEDO, N. 468, ;43.416,94;85.000,00;48.93;Não;Casa, 0.00 de área total, 65.85 de área privativa, 93.14 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419831178
 8444411136950 ;BA ;IACU ;CENTRO ; RUA SANTA ROSA, N. 150, ;35.884,16;70.000,00;48.74;Não;Casa, 0.00 de área total, 56.69 de área privativa, 101.75 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411136950
 8444412448700 ;BA ;IACU ;BOIADEIRA ; RUA ZULMIRA MOURA SANTANA, N. 115, ;45.850,29;88.000,00;47.90;Não;Casa, 62.06 de área total, 62.06 de área privativa, 116.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412448700
 8444412713030 ;BA ;IACU ;BAIRRO DA BOIADEIRA ; RUA UMBURANA, N. 258, ;44.287,20;85.000,00;47.90;Não;Casa, 77.80 de área total, 77.80 de área privativa, 102.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412713030
 8444404738797 ;BA ;IACU ;MONTE ; RUA SANTA TEREZINHA, N. 752, ;35.551,72;68.000,00;47.72;Não;Casa, 69.03 de área total, 69.03 de área privativa, 99.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404738797
 8444418267562 ;BA ;IACU ;CENTRO ; AV JOSE GONÇALVES COSTA, N. 506, ;43.916,84;84.000,00;47.72;Não;Casa, 68.50 de área total, 68.50 de área privativa, 121.70 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418267562
 8444413079679 ;BA ;IACU ;BOIADEIRA ;RUA ADILSON AMARAL DE QUEIROZ, N. 728,  . ;47.213,33;90.000,00;47.55;Não;Casa, 0.00 de área total, 92.60 de área privativa, 108.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413079679
 8444414335830 ;BA ;IACU ;BAIRRO DA BOIADEIRA ; PRAÇA OTAVIANO POSSIDÔNIO SAMPAIO, N. 505, ;52.459,26;100.000,00;47.55;Não;Casa, 0.00 de área total, 79.80 de área privativa, 111.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414335830
 8444404964215 ;BA ;IACU ;BAIRRO DA BOIADEIRA ; RUA SAO MIGUEL, N. 54, Apto CASA, ;35.801,03;68.000,00;47.36;Não;Casa, 0.00 de área total, 62.98 de área privativa, 90.76 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404964215
 8444405623748 ;BA ;IACU ;BOIADEIRA ; RUA OLAVO BILAC, N. 502, CASA ;36.854,00;70.000,00;47.36;Não;Casa, 0.00 de área total, 53.00 de área privativa, 63.70 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405623748
 8444405837667 ;BA ;IACU ;BAIRRO DA BOIADEIRA ; RUA ADILSON AMARAL, N. 92, 92, ;31.589,15;60.000,00;47.36;Não;Casa, 0.00 de área total, 51.47 de área privativa, 69.70 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405837667
 8444406021857 ;BA ;IACU ;MONTE ; RUA DO MONTE, N. 45, ;41.065,89;78.000,00;47.36;Não;Casa, 0.00 de área total, 68.45 de área privativa, 84.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406021857
 8444409898326 ;BA ;IACU ;BAIRRO DA BOIADEIRA ; TRAVESSA LOURIVAL REIS, N. 752, ;35.801,03;68.000,00;47.36;Não;Casa, 0.00 de área total, 59.45 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409898326
 8444409607933 ;BA ;IACU ;CENTRO ; RUA ADILSON AMARAL DE QUEIROZ, N. 387, ;54.971,18;104.000,00;47.15;Não;Casa, 88.33 de área total, 88.33 de área privativa, 118.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409607933
 8444410830160 ;BA ;IACU ;BOIADEIRA ; RUA LOURIVAL REIS, N. 451, ;31.810,81;60.000,00;46.99;Não;Casa, 57.10 de área total, 57.10 de área privativa, 107.55 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410830160
 8444411973763 ;BA ;IACU ;BOIADEIRA ; RUA FRANCISCO LOUSADO, N. 11, ;57.358,08;108.000,00;46.90;Não;Casa, 81.20 de área total, 81.20 de área privativa, 121.95 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411973763
 8444414171129 ;BA ;IACU ;BOIADEIRA ;RUA MONTEIRO LOBATO, N. 412, ;57.570,51;108.400,00;46.90;Não;Casa, 0.00 de área total, 64.12 de área privativa, 82.59 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414171129
 8444405949457 ;BA ;IACU ;CENTRO ; TRAVESSA RAUL MEDRADO, N. 12, ;54.171,51;102.000,00;46.90;Não;Casa, 0.00 de área total, 79.79 de área privativa, 120.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405949457
 8444410549232 ;BA ;IACU ;BAIRRO DA BOIADEIRA ; RUA AILTON NOGUEIRA, N. 136, ;47.123,91;88.000,00;46.46;Não;Casa, 71.28 de área total, 71.28 de área privativa, 83.43 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410549232
