id_imovel,uf,cidade,bairro,endereco,cep,tipo_imovel,quartos,area_m2,preco_venda,valor_avaliacao,desconto_pct,modalidade,descricao,url_detalhe,url_foto,link, 10005121 ,AC ,CRUZEIRO DO SUL ,BAIRRO COHAB ,"RUA DO PURUS, N. S/N, QUARTEIRÃO 272 LOTE 11 ","67.957,93","150.000,00",54.70,Não,"Terreno, 0.00 de área total, 0.00 de área privativa, 600.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10005121,UF_origem,"	var __uzdbm_2 = ""MTVjODFhNzYtYzRvMy00MzM2LWI5MWYtM2JhNzY4OTNjZTk4JDEzNS4yMzIuMjAxLjI0MA==""",Unnamed: 1,"	var __uzdbm_2 = ""MzIyMzcwMzctYzRvMy00NzkwLThiOWQtOGE0ZTZjOGVmNjcwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NTQxZjk3NmEtYzRvMy00ZWM4LWJiNWEtMjNhMzQ3MDAyZjAyJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""YTc4Yjc0OGEtYzRvMy00MzI2LTliYTAtMTVlYjczZWM4OGIyJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MGZmZmFjOGYtYzRvMy00YTFmLTgyMGYtM2M0YmM1ODlhMDkxJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NmI1NDBkZGQtYzRvMy00ZTA3LTliNmUtYjljZTFjYzQ3MDQ2JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ODJkOTFkYzMtYzRvMy00NDE1LTlmMGQtZmJjZDcxNmQwZTA5JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NjcwYWJiNDMtYzRvMy00NWJlLWFmZTMtODhiMDMxZDRhMmYxJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MTlmZTg4MjItYzRvMy00MzVhLWE3MDMtYjNhYjBmOWNlMmRlJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NzQ4N2ZjYTgtYzRvMy00NjY0LWE4M2EtOGI5NTRmYjY4MzAwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NTU5YmVmY2YtYzRvMy00YmZmLWEyMzYtNTZhMjg0ZjBlN2E4JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MTc2MzZjNDEtYzRvMy00ODE4LWE0Y2UtZGJhNmI3NmM1ZmJmJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NzZkNTdiY2ItYzRvMy00NzUwLWJjMTEtNTc0OTk2MmZlMjE0JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MmRjNzgzMzAtYzRvMy00ZGU3LTlmMzItOGE4MzJiOGYyNDYwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NWI2OGE3NGUtYzRvMy00MDBhLThiYTItNWI5ZTkxY2Q2NTQyJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""OWIwYjc0OTQtYzRvMy00ZmIwLWEyNTctZTVjY2RhMDY5NzI3JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""YzAwYmVkNDUtYzRvMy00MDc4LWIxOGQtNTRiZmRkNzA1YmNlJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MDhlZjA4MDgtYzRvMy00MjAzLTk5MjctY2FmMmQ5MmFlZmU5JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NDY4ZTllZDUtYzRvMy00NjFlLWJkZWYtYTc3YTYyMGIyYThjJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ZWVkZDVmODktYzRvMy00MTM5LThkODctYjZhNjViMWU1NmMwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MGY5YmIzNjgtYzRvMy00MTRjLTk3MTYtM2M0Yjc2NjVkNGMzJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ZGNlOWU2NzUtYzRvMy00MTNkLThkN2UtMjgxZjk2M2YxMTc0JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""Y2RjY2Q2M2EtYzRvMy00OTE5LTg1NmItODg4Y2ZjZDViNjMzJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MDJkZmY4MWMtYzRvMy00N2M1LTkxMDYtZjhlZGVlMTUzZjY5JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ZWRhYzBhYTItYzRvMy00ZTExLWJhZGEtODJmNWJkMmY2NmUxJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NGFjNDRkYmYtYzRvMy00MWY2LWEyMDQtMjdkZDhlZjBjZTU2JDEzNS4yMzIuMjAxLjI0MA==""",desconto
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    border-right: none,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,  },,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,  .btn-group button:hover {,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    background-color: #3e8e41,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,  },,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,  .swithButton {,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    width: 32px,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    height: 32px,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    transition: all ease-in-out 0.2s,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    cursor: pointer,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"    box-shadow: rgba(0, 0, 0, 0.25) 0px 54px 55px, rgba(0, 0, 0, 0.12) 0px -12px 30px, rgba(0, 0, 0, 0.12) 0px 4px 6px, rgba(0, 0, 0, 0.17) 0px 12px 13px, rgba(0, 0, 0, 0.09) 0px -3px 5px",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    border-radius: 7px,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,  },,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,  .swithButton:hover {,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    border: 1px solid #888,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    background-color: #ddd,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,  },,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,</style>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"<div class=""container"">",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"  <div class=""card div-top"">",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"    <div style=""text-align: center"">",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"      <img src=""https://stgantibotcaixa.blob.core.windows.net/imagens/logo.png"" alt=""Avatar""",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,," margin-top: 16px"">",,,,,,,,,,,,,,,,,,,,,"        style=""width:15%",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    </div>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"    <div class=""container"" style=""text-align: center"">",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"      <h4 style=""color: #0f66ae""><b>Caixa EconÃ´mica Federal</b></h4>",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    </div>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,      <div>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"        <img src=""https://stgantibotcaixa.blob.core.windows.net/imagens/cadeado.png"" alt=""Avatar""",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,        <h5>Toque no quadro abaixo para poder verificar que vocÃª nÃ£o Ã© robÃ´.</h5>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,      </div>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    </div>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,          <center>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"            <input class=""swithButton"" title=""Accessibility"" type=""image""",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"              src=""https://captcha.perfdrive.com/captcha-public//images/audio_button.png"" alt=""Submit"" id=""showReCap"" value=""Click me""",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"              aria-label=""Clique aqui para o desafio captcha com opÃ§Ã£o de acessibilidade""",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"            <div class=""h-captcha"" data-sitekey=""ae73173b-7003-44e0-bc87-654d0dab8b75""",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"              data-open-callback=""hOpenRad"" data-callback=""hSolvedRad""></div><br>",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"            <center><input id=""cf_input"" type=""hidden"" name=""cfi"" value="""">",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"              <br><input type=""submit"" class=""btn btn-success btn-sm"" Value=""Submit""><br>",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,            </center>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,          </form>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,        </div>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"            <div id=""reCapWidget"" class=""reCapWidget-recaptcha""></div>",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"            <center><input id=""cf_input"" type=""hidden"" name=""cfi"" value="""">",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,"><br><input type=submit"" class=""btn btn-success btn-sm"" Value=""Submit""",,,,,,,,,,,,,,,,,,,,,"              <center style=""margin-top: -13%",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,      </div>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    </div>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"    <div class=""btn-group"" style=""padding: 16px"">",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    </div>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,  </div>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,</div>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"<div id=""Radware Bot Manager CAPTCHA"" style=""visibility: hidden"">",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,  <h1>NÃÆO REMOVER</h1>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,</div>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,<script>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"  var div1 = document.getElementById('hCap'),",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    div2 = document.getElementById('reCap'),,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,  function switchVisible() {,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    if (!div1) return,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    if (getComputedStyle(div1).display == 'block') {,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,      div1.style.display = 'none',,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,      div2.style.display = 'block',,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    },,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,  },,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"  document.getElementById('showReCap').addEventListener('click', switchVisible)",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,</script>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"<!-- To avoid hCaptcha backward compatability for recapctha , using explicit recpatcha logic-->",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,<script>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,  var onloadCallback = function () {,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"    widgetId2 = grecaptcha.render(document.getElementById('reCapWidget'), {",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"      'sitekey': ""6LeH3loUAAAAAI_m15sXabjr8-Iqj2yI3F3JeK8X"",",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,      'type': 'audio',,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,    }),,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,  },,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,</script>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"<script src=""https://www.google.com/recaptcha/api.js?onload=onloadCallback&render=explicit&&hl=pt"" async defer></script>",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,</div>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,</div>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"<div id=""custom_footer"" class=""footer"">",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,"  <p id=""second_line"">VocÃª chegou a esta pÃ¡gina enquanto tentava acessar",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,," Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 </p>",,,,,,,,,,,,,,,,,,,,,"    https://venda-imoveis.caixa.gov.br/listaweb/Lista_imoveis_RS.csv 135.232.201.240    April 23 2026, 19:31:35 UTC Mozilla/5.0 (Macintosh",,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,RS,,,,,,,,,,,,,,,,,,,,,,,</div>,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,"	(function(w, d, e, u, c, g, a, b){",,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,"		w[""SSJSConnectorObj""] = w[""SSJSConnectorObj""] || {ss_cid : c, domain_info: g}",,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,		a = d.createElement(e),,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,		a.async = true,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,		a.src = u,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,		b = d.getElementsByTagName(e)[0],,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,"		b.parentNode.insertBefore(a, b)",,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,"	})(window,document,""script"",""https://cdn.perfdrive.com/aperture/aperture.js"",""b8c3"",""auto"")",,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,</script>,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,"<script type=""text/javascript"">",,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,</script>,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,</head>,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,"<meta name=""viewport"" content=""width=device-width, initial-scale=1"">",,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,<style>,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  .back-color {,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    background: #346dab,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  },,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  .card {,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,"    box-shadow: 0 4px 8px 0 rgba(0, 0, 0, 0.2)",,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    transition: 0.3s,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    width: 100%,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    background: white,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  },,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  .card-in {,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,"    box-shadow: 0 4px 8px 0 rgba(0, 0, 0, 0.2)",,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    transition: 0.3s,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    background-color: #eff4f5,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    margin: 16px,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    background: white,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  },,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  .card:hover {,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,"    box-shadow: 0 8px 16px 0 rgba(0, 0, 0, 0.2)",,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  },,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  .container {,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    padding: 2px 16px,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  },,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  .btn-group button {,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    background-color: #92acd0,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    border: 1px solid #92acd0,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    color: white,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    padding: 10px 24px,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    cursor: pointer,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    float: left,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  },,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  .btn-group:after {,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,"    content: """"",,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    clear: both,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    display: table,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  },,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  .btn-group button:not(:last-child) {,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    border-right: none,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  },,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  .btn-group button:hover {,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    background-color: #3e8e41,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  },,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,  .swithButton {,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    width: 32px,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    height: 32px,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    transition: all ease-in-out 0.2s,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,    cursor: pointer,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,"    box-shadow: rgba(0, 0, 0, 0.25) 0px 54px 55px, rgba(0, 0, 0, 0.12) 0px -12px 30px, rgba(0, 0, 0, 0.12) 0px 4px 6px, rgba(0, 0, 0, 0.17) 0px 12px 13px, rgba(0, 0, 0, 0.09) 0px -3px 5px",,,,
