id_imovel,uf,cidade,bairro,endereco,cep,tipo_imovel,quartos,area_m2,preco_venda,valor_avaliacao,desconto_pct,modalidade,descricao,url_detalhe,url_foto,link, 10005121 ,AC ,CRUZEIRO DO SUL ,BAIRRO COHAB ,"RUA DO PURUS, N. S/N, QUARTEIRÃO 272 LOTE 11 ","67.957,93","150.000,00",54.70,Não,"Terreno, 0.00 de área total, 0.00 de área privativa, 600.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10005121,UF_origem,"	var __uzdbm_2 = ""MTVjODFhNzYtYzRvMy00MzM2LWI5MWYtM2JhNzY4OTNjZTk4JDEzNS4yMzIuMjAxLjI0MA==""",Unnamed: 1,"	var __uzdbm_2 = ""MzIyMzcwMzctYzRvMy00NzkwLThiOWQtOGE0ZTZjOGVmNjcwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NTQxZjk3NmEtYzRvMy00ZWM4LWJiNWEtMjNhMzQ3MDAyZjAyJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""YTc4Yjc0OGEtYzRvMy00MzI2LTliYTAtMTVlYjczZWM4OGIyJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MGZmZmFjOGYtYzRvMy00YTFmLTgyMGYtM2M0YmM1ODlhMDkxJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NmI1NDBkZGQtYzRvMy00ZTA3LTliNmUtYjljZTFjYzQ3MDQ2JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ODJkOTFkYzMtYzRvMy00NDE1LTlmMGQtZmJjZDcxNmQwZTA5JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NjcwYWJiNDMtYzRvMy00NWJlLWFmZTMtODhiMDMxZDRhMmYxJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MTlmZTg4MjItYzRvMy00MzVhLWE3MDMtYjNhYjBmOWNlMmRlJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NzQ4N2ZjYTgtYzRvMy00NjY0LWE4M2EtOGI5NTRmYjY4MzAwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NTU5YmVmY2YtYzRvMy00YmZmLWEyMzYtNTZhMjg0ZjBlN2E4JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MTc2MzZjNDEtYzRvMy00ODE4LWE0Y2UtZGJhNmI3NmM1ZmJmJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NzZkNTdiY2ItYzRvMy00NzUwLWJjMTEtNTc0OTk2MmZlMjE0JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MmRjNzgzMzAtYzRvMy00ZGU3LTlmMzItOGE4MzJiOGYyNDYwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NWI2OGE3NGUtYzRvMy00MDBhLThiYTItNWI5ZTkxY2Q2NTQyJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""OWIwYjc0OTQtYzRvMy00ZmIwLWEyNTctZTVjY2RhMDY5NzI3JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""YzAwYmVkNDUtYzRvMy00MDc4LWIxOGQtNTRiZmRkNzA1YmNlJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MDhlZjA4MDgtYzRvMy00MjAzLTk5MjctY2FmMmQ5MmFlZmU5JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NDY4ZTllZDUtYzRvMy00NjFlLWJkZWYtYTc3YTYyMGIyYThjJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ZWVkZDVmODktYzRvMy00MTM5LThkODctYjZhNjViMWU1NmMwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MGY5YmIzNjgtYzRvMy00MTRjLTk3MTYtM2M0Yjc2NjVkNGMzJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ZGNlOWU2NzUtYzRvMy00MTNkLThkN2UtMjgxZjk2M2YxMTc0JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""Y2RjY2Q2M2EtYzRvMy00OTE5LTg1NmItODg4Y2ZjZDViNjMzJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MDJkZmY4MWMtYzRvMy00N2M1LTkxMDYtZjhlZGVlMTUzZjY5JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ZWRhYzBhYTItYzRvMy00ZTExLWJhZGEtODJmNWJkMmY2NmUxJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NGFjNDRkYmYtYzRvMy00MWY2LWEyMDQtMjdkZDhlZjBjZTU2JDEzNS4yMzIuMjAxLjI0MA==""",desconto
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"            <input class=""swithButton"" title=""Accessibility"" type=""image""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"              src=""https://captcha.perfdrive.com/captcha-public//images/audio_button.png"" alt=""Submit"" id=""showReCap"" value=""Click me""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"              aria-label=""Clique aqui para o desafio captcha com opÃ§Ã£o de acessibilidade""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"            <div class=""h-captcha"" data-sitekey=""ae73173b-7003-44e0-bc87-654d0dab8b75""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"              data-open-callback=""hOpenRad"" data-callback=""hSolvedRad""></div><br>",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"            <center><input id=""cf_input"" type=""hidden"" name=""cfi"" value="""">",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"              <br><input type=""submit"" class=""btn btn-success btn-sm"" Value=""Submit""><br>",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,            </center>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,          </form>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,        </div>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"            <div id=""reCapWidget"" class=""reCapWidget-recaptcha""></div>",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"            <center><input id=""cf_input"" type=""hidden"" name=""cfi"" value="""">",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,"><br><input type=submit"" class=""btn btn-success btn-sm"" Value=""Submit""",,,"              <center style=""margin-top: -13%",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,      </div>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,    </div>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"    <div class=""btn-group"" style=""padding: 16px"">",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,    </div>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,  </div>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,</div>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"<div id=""Radware Bot Manager CAPTCHA"" style=""visibility: hidden"">",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,  <h1>NÃÆO REMOVER</h1>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,</div>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,<script>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"  var div1 = document.getElementById('hCap'),",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,    div2 = document.getElementById('reCap'),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,  function switchVisible() {,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,    if (!div1) return,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,    if (getComputedStyle(div1).display == 'block') {,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,      div1.style.display = 'none',,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,      div2.style.display = 'block',,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,    },,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,  },,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"  document.getElementById('showReCap').addEventListener('click', switchVisible)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,</script>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"<!-- To avoid hCaptcha backward compatability for recapctha , using explicit recpatcha logic-->",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,<script>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,  var onloadCallback = function () {,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"    widgetId2 = grecaptcha.render(document.getElementById('reCapWidget'), {",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"      'sitekey': ""6LeH3loUAAAAAI_m15sXabjr8-Iqj2yI3F3JeK8X"",",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,      'type': 'audio',,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,    }),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,  },,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,</script>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"<script src=""https://www.google.com/recaptcha/api.js?onload=onloadCallback&render=explicit&&hl=pt"" async defer></script>",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,</div>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,</div>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"<div id=""custom_footer"" class=""footer"">",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,"  <p id=""second_line"">VocÃª chegou a esta pÃ¡gina enquanto tentava acessar",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,," Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 </p>",,,"    https://venda-imoveis.caixa.gov.br/listaweb/Lista_imoveis_BA.csv 135.232.201.240    April 23 2026, 19:31:24 UTC Mozilla/5.0 (Macintosh",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,BA,,,,,</div>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"	(function(w, d, e, u, c, g, a, b){",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"		w[""SSJSConnectorObj""] = w[""SSJSConnectorObj""] || {ss_cid : c, domain_info: g}",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,		a = d.createElement(e),,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,		a.async = true,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,		a.src = u,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,		b = d.getElementsByTagName(e)[0],,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"		b.parentNode.insertBefore(a, b)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"	})(window,document,""script"",""https://cdn.perfdrive.com/aperture/aperture.js"",""b8c3"",""auto"")",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,</script>,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"<script type=""text/javascript"">",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,</script>,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,</head>,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"<meta name=""viewport"" content=""width=device-width, initial-scale=1"">",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,<style>,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  .back-color {,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    background: #346dab,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  },,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  .card {,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"    box-shadow: 0 4px 8px 0 rgba(0, 0, 0, 0.2)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    transition: 0.3s,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    width: 100%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    background: white,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  },,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  .card-in {,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"    box-shadow: 0 4px 8px 0 rgba(0, 0, 0, 0.2)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    transition: 0.3s,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    background-color: #eff4f5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    margin: 16px,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    background: white,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  },,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  .card:hover {,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"    box-shadow: 0 8px 16px 0 rgba(0, 0, 0, 0.2)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  },,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  .container {,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    padding: 2px 16px,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  },,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  .btn-group button {,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    background-color: #92acd0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    border: 1px solid #92acd0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    color: white,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    padding: 10px 24px,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    cursor: pointer,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    float: left,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  },,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  .btn-group:after {,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"    content: """"",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    clear: both,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    display: table,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  },,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  .btn-group button:not(:last-child) {,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    border-right: none,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  },,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  .btn-group button:hover {,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    background-color: #3e8e41,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  },,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  .swithButton {,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    width: 32px,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    height: 32px,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    transition: all ease-in-out 0.2s,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    cursor: pointer,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"    box-shadow: rgba(0, 0, 0, 0.25) 0px 54px 55px, rgba(0, 0, 0, 0.12) 0px -12px 30px, rgba(0, 0, 0, 0.12) 0px 4px 6px, rgba(0, 0, 0, 0.17) 0px 12px 13px, rgba(0, 0, 0, 0.09) 0px -3px 5px",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    border-radius: 7px,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  },,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  .swithButton:hover {,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    border: 1px solid #888,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    background-color: #ddd,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,  },,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,</style>,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"<div class=""container"">",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"  <div class=""card div-top"">",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"    <div style=""text-align: center"">",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"      <img src=""https://stgantibotcaixa.blob.core.windows.net/imagens/logo.png"" alt=""Avatar""",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,," margin-top: 16px"">",,,,"        style=""width:15%",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    </div>,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"    <div class=""container"" style=""text-align: center"">",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"      <h4 style=""color: #0f66ae""><b>Caixa EconÃ´mica Federal</b></h4>",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    </div>,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,      <div>,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"        <img src=""https://stgantibotcaixa.blob.core.windows.net/imagens/cadeado.png"" alt=""Avatar""",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,        <h5>Toque no quadro abaixo para poder verificar que vocÃª nÃ£o Ã© robÃ´.</h5>,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,      </div>,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,    </div>,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,          <center>,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"            <input class=""swithButton"" title=""Accessibility"" type=""image""",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"              src=""https://captcha.perfdrive.com/captcha-public//images/audio_button.png"" alt=""Submit"" id=""showReCap"" value=""Click me""",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"              aria-label=""Clique aqui para o desafio captcha com opÃ§Ã£o de acessibilidade""",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"            <div class=""h-captcha"" data-sitekey=""ae73173b-7003-44e0-bc87-654d0dab8b75""",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"              data-open-callback=""hOpenRad"" data-callback=""hSolvedRad""></div><br>",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"            <center><input id=""cf_input"" type=""hidden"" name=""cfi"" value="""">",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,"              <br><input type=""submit"" class=""btn btn-success btn-sm"" Value=""Submit""><br>",,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,            </center>,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,CE,,,,,,          </form>,,,,,,,,,,,,,,,,,,,,,,
